theory_id,paper_url,paper_name,paper_year
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10998920/,The secreted protein Amuc_1409 from Akkermansia muciniphila improves gut health through intestinal stem cell regulation,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10999153/,"Atherosclerosis, gut microbiome, and exercise in a meta-omics perspective: a literature review",2024
T5125,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10999318/,"Vaccines in cardiology, an underutilized strategy to reduce the residual cardiovascular risk",2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10999406/,Chromatin modifiers in human disease: from functional roles to regulatory mechanisms,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10999493/,Advanced approaches of the use of circRNAs as a replacement for cancer therapy,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10999529/,Endurance exercise has a negative impact on the onset of SOD1-G93A ALS in female mice and affects the entire skeletal muscle-motor neuron axis,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10999533/,Unveiling the immunosuppressive landscape of pancreatic ductal adenocarcinoma: implications for innovative immunotherapy strategies,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10999736/,Recent Advancements and Unexplored Biomedical Applications of Green Synthesized Ag and Au Nanoparticles: A Review,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11000019/,Employee Dietary Initiative Improved Chronic Symptoms,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11000084/,Overview of the immunological mechanisms in hepatitis B virus reactivation: Implications for disease progression and management strategies,2024
T5029,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11000120/,Semiconducting polymer dots for multifunctional integrated nanomedicine carriers,2024
T5125,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11000233/,Aging-related biomarker discovery in the era of immune checkpoint inhibitors for cancer patients,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11000412/,The protein composition of exosomes released by prostate cancer cells is distinctly regulated by androgen receptor-antagonists and -agonist to stimulate growth of target cells,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11000738/,"Macrophage Ontogeny, Phenotype, and Function in Ischemia Reperfusion-Induced Injury and Repair",2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11000815/,Management strategies following implantation failure of euploid embryos,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11001198/,Age-related changes after intracerebral hemorrhage: a comparative proteomics analysis of perihematomal tissue,2024
T5029,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11001349/,Astragalus polysaccharide promotes autophagy and alleviates diabetic nephropathy by targeting the lncRNA Gm41268/PRLR pathway,2023
T5430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11001534/,Cumulative stress across the lifecourse and biological aging in adulthood,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11001582/,PolyGR and polyPR knock-in mice reveal a conserved neuroprotective extracellular matrix signature in C9orf72 ALS/FTD neurons,2024
T7379,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11001593/,Drug resistance mechanisms in cancers: Execution of pro-survival strategies,2024
T3891,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11001898/,A single-cell atlas of lung homeostasis reveals dynamic changes during development and aging,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11001937/,Comparative characterization of the infant gut microbiome and their maternal lineage by a multi-omics approach,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002014/,Development of chitosan lipid nanoparticles to alleviate the pharmacological activity of piperine in the management of cognitive deficit in diabetic rats,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002218/,Alterations of the gut microbiota in patients with schizophrenia,2024
T4880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002246/,The role of molecular chaperone CCT/TRiC in translation elongation: A literature review,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002311/,Purinergic signaling promotes premature senescence,2024
T8390,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002687/,Deciphering the molecular mechanism of NLRP3 in BPA-mediated toxicity: Implications for targeted therapies,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002807/,Aging like fine wine: Mischievous microbes and other factors influencing senescence,2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002886/,The embodiment of parental death in early life through accelerated epigenetic aging: Implications for understanding how parental death before 18 shapes age-related health risk among older adults,2024
T9545,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11002905/,Eye-movement reveals word order effects on comparative sentences in older adults using a verb-final language,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11003087/,The concept of resilience to Alzheimer’s Disease: current definitions and cellular and molecular mechanisms,2024
T7379,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11003613/,Biological aging of two innate behaviors of Drosophila melanogaster: Escape climbing versus courtship learning and memory,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11003713/,Do microbes play a role in Alzheimer's disease?,2024
T5430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11003752/,Examining the Biological Impacts of Parent-Child Relationship Dynamics on Preschool-Aged Children who have Experienced Adversity,2024
T7008,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11004000/,Visualizing subcellular changes in the NAD(H) pool size versus redox state using fluorescence lifetime imaging microscopy of NADH,2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11004013/,Dietary factors and their influence on immunotherapy strategies in oncology: a comprehensive review,2024
T5430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11004021/,Nonlinear DNA methylation trajectories in aging male mice,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11004146/,Biomarker profiling to determine clinical impact of microRNAs in cognitive disorders,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11004221/,Bioengineering approaches for the endometrial research and application,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11004245/,Effect of long-term inorganic nitrate administration on myocardial ischemia-reperfusion injury in ovariectomized rats,2024
T3497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11004314/,Caught in action: how MSCs modulate atherosclerotic plaque,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11004728/,Evolutionary conserved peptide and glycoprotein hormone-like neuroendocrine systems in C. elegans,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11005220/,Bazi Bushen ameliorates age-related energy metabolism dysregulation by targeting the IL-17/TNF inflammatory pathway associated with SASP,2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11005400/,Green Tea Extract Reduced Lipopolysaccharide-Induced Inflammation in L2 Cells as Acute Respiratory Distress Syndrome Model Through Genes and Cytokine Pro-Inflammatory,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006215/,Cellular Trojan Horse initiates bimetallic Fe-Cu MOF-mediated synergistic cuproptosis and ferroptosis against malignancies,2024
T7008,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006396/,Per capita sperm metabolism is density dependent,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006466/,Omilancor mitigates the senescence of nucleus pulposus cells induced by DDP through targeting MAP2K6,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006477/,Geraniol attenuates oxidative stress and neuroinflammation-mediated cognitive impairment in D galactose-induced mouse aging model,2024
T7008,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006478/,CMS121: a novel approach to mitigate aging-related obesity and metabolic dysfunction,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006484/,CRIF1 attenuates doxorubicin-mediated mitochondrial dysfunction and myocardial senescence via regulating PXDN,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006494/,A pyrimidine metabolism-related signature for prognostic and immunotherapeutic response prediction in hepatocellular carcinoma by integrating analyses,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006499/,Targeting mitochondrial dysfunction using methylene blue or mitoquinone to improve skeletal aging,2024
T5029,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006751/,Rare genetic variation in fibronectin 1 (FN1) protects against APOEε4 in Alzheimer’s disease,2024
T5125,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006855/,Insights into vaccines for elderly individuals: from the impacts of immunosenescence to delivery strategies,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006883/,Single-cell and spatial RNA sequencing reveal the spatiotemporal trajectories of fruit senescence,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11006954/,Immunoglobulin G N-glycan markers of accelerated biological aging during chronic HIV infection,2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11007187/,Decoding the secrets of longevity: unraveling nutraceutical and miRNA-Mediated aging pathways and therapeutic strategies,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11007218/,Cuproptosis in stroke: focusing on pathogenesis and treatment,2024
T5125,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11007219/,Effects of saponins Rb1 and Re in American ginseng combined intervention on immune system of aging model,2024
T3497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11007224/,Microelement strontium and human health: comprehensive analysis of the role in inflammation and non-communicable diseases (NCDs),2024
T5430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11007670/,The role of telomerase reverse transcriptase in the mitochondrial protective functions of Angiotensin-(1–7) in diabetic CD34+ cells,2024
T5029,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11007779/,Artesunate Alleviates Kidney Fibrosis in Type 1 Diabetes with Periodontitis Rats via Promoting Autophagy and Suppression of Inflammation,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11007879/,Association of 8-hydroxy-2’-deoxyguanosine with motoric cognitive risk in elderly Chinese people: RUGAO longevity and aging cross-sectional study,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11007942/,Cellular senescence and metabolic reprogramming model based on bulk/single-cell RNA sequencing reveals PTGER4 as a therapeutic target for ccRCC,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11008080/,Mineralocorticoid receptor promotes cardiac macrophage inflammaging,2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11008083/,Epigenomic insights into common human disease pathology,2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11008085/,"The interplay of collagen, macrophages, and microcalcification in atherosclerotic plaque cap rupture mechanics",2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11008269/,"Chk2 Modulates Bmi1-Deficiency-Induced Renal Aging and Fibrosis via Oxidative Stress, DNA Damage, and p53/TGFβ1-Induced Epithelial-Mesenchymal Transition",2024
T8390,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11008531/,Decoding lifespan secrets: the role of the gonad in Caenorhabditis elegans aging,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11008718/,Association of Biological Age with Tumor Microenvironment in Patients with Esophageal Adenocarcinoma,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11008724/,The Trajectory of Successful Aging: Insights from Metagenome and Cytokine Profiling,2024
T7379,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11009167/,Cell Tree Rings: the structure of somatic evolution as a human aging timer,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11009184/,Translatability of mouse muscle-aging for humans: the role of sex,2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11009193/,CheekAge: a next-generation buccal epigenetic aging clock associated with lifestyle and health,2024
T5125,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11009196/,Prognostic accuracy of 70 individual frailty biomarkers in predicting mortality in the Canadian Longitudinal Study on Aging,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11009199/,"Irradiation-induced hair graying in mice: an experimental model to evaluate the effectiveness of interventions targeting oxidative stress, DNA damage prevention, and cellular senescence",2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11009208/,Intermittent fasting promotes rejuvenation of immunosenescent phenotypes in aged adipose tissue,2024
T5125,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11009300/,Evolution of T cells in the cancer-resistant naked mole-rat,2024
T8390,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11009311/,"Systematic review of rodent studies of deep brain stimulation for the treatment of neurological, developmental and neuropsychiatric disorders",2024
T3497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11010396/,Immersed in a reservoir of potential: amniotic fluid-derived extracellular vesicles,2024
T8390,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11010440/,CDK7 in breast cancer: mechanisms of action and therapeutic potential,2024
T5430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11010948/,Shorter telomere length increases the risk of lymphocyte immunodeficiency: A Mendelian randomization study,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011358/,Impact of Molecular Weight Variations in Dendrobium officinale Polysaccharides on Antioxidant Activity and Anti-Obesity in Caenorhabditis elegans,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011461/,Immunomodulation through Nutrition Should Be a Key Trend in Type 2 Diabetes Treatment,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011490/,Virus-Induced Epilepsy vs. Epilepsy Patients Acquiring Viral Infection: Unravelling the Complex Relationship for Precision Treatment,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011505/,Integrated Transcriptomic and Proteomic Study of the Mechanism of Action of the Novel Small-Molecule Positive Allosteric Modulator 1 in Targeting PAC1-R for the Treatment of D-Gal-Induced Aging Mice,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011511/,Cryptomphalus aspersa Egg Extract Protects against Human Stem Cell Stress-Induced Premature Senescence,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011536/,Consequences of Exposure to Hypobaric Hypoxia Associated with High Altitude on Spermatogenesis and Seminal Parameters: A Literature Review,2024
T5029,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011559/,Progressive Age-Associated Blood–Brain Barrier Leak/Dysfunction-Nexus of Neurodegenerative Disease Using MRI Markers to Identify Preclinical Disease and Potential New Targets for Future Treatments,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011586/,Constitutive NOS Production Is Modulated by Alzheimer’s Disease Pathology Depending on APOE Genotype,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011715/,"The Heterogeneity of Post-Menopausal Disease Risk: Could the Basis for Why Only Subsets of Females Are Affected Be Due to a Reversible Epigenetic Modification System Associated with Puberty, Menstrual Cycles, Pregnancy and Lactation, and, Ultimately, Menopause?",2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011787/,Oxidative Stress Induced by Cortisol in Human Platelets,2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011857/,Genetic Signature of Human Pancreatic Cancer and Personalized Targeting,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011890/,Molecular Mechanism of Resveratrol and Its Therapeutic Potential on Female Infertility,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011893/,Cockayne Syndrome Patient iPSC-Derived Brain Organoids and Neurospheres Show Early Transcriptional Dysregulation of Biological Processes Associated with Brain Development and Metabolism,2024
T4880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011909/,A Potential Role of Interleukin-5 in the Pathogenesis and Progression of Amyotrophic Lateral Sclerosis: A New Molecular Perspective,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011925/,Research Progress on Bioactive Factors against Skin Aging,2024
T8390,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011935/,Non-Neovascular Age-Related Macular Degeneration Assessment: Focus on Optical Coherence Tomography Biomarkers,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011936/,Molecular Mechanisms of Neuroprotection after the Intermittent Exposures of Hypercapnic Hypoxia,2024
T5430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011970/,Reprogramming Chromosome Ends by Functional Histone Acetylation,2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11011998/,An Overview of the Epigenetic Modifications in the Brain under Normal and Pathological Conditions,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012011/,Neurodevelopmental Disruptions in Children of Preeclamptic Mothers: Pathophysiological Mechanisms and Consequences,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012053/,Potential of Curcumin in the Management of Skin Diseases,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012090/,Advancements in Regenerative Hydrogels in Skin Wound Treatment: A Comprehensive Review,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012098/,The Role of Cardiolipin in Mitochondrial Function and Neurodegenerative Diseases,2024
T3891,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012129/,Serum Induces the Subunit-Specific Activation of NF-κB in Proliferating Human Cardiac Stem Cells,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012190/,"Personalized, Precision Medicine to Cure Alzheimer’s Dementia: Approach #1",2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012242/,Multi-System-Level Analysis Reveals Differential Expression of Stress Response-Associated Genes in Inflammatory Solar Lentigo,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012256/,Different Levels of Therapeutic Strategies to Recover the Microbiome to Prevent/Delay Acute Lymphoblastic Leukemia (ALL) or Arrest Its Progression in Children,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012269/,Anemia and Its Connections to Inflammation in Older Adults: A Review,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012304/,The Interplay of Sports and Nutrition in Neurological Health and Recovery,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012338/,Targeting Mitochondrial Dynamics during Lower-Limb Ischemia Reperfusion in Young and Old Mice: Effect of Mitochondrial Fission Inhibitor-1 (mDivi-1),2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012457/,Toxicity Mechanisms of Gadolinium and Gadolinium-Based Contrast Agents—A Review,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012481/,Platelet Dynamics in Neurodegenerative Disorders: Investigating the Role of Platelets in Neurological Pathology,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012506/,Normal-Tension Glaucoma and Potential Clinical Links to Alzheimer’s Disease,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012511/,Research Progress in Skin Aging and Immunity,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012526/,Biological Basis of Breast Cancer-Related Disparities in Precision Oncology Era,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012721/,Astragaloside IV as a Memory-Enhancing Agent: In Silico Studies with In Vivo Analysis and Post Mortem ADME-Tox Profiling in Mice,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012857/,"The Effect of Cold-Water Swimming on Energy Metabolism, Dynamics, and Mitochondrial Biogenesis in the Muscles of Aging Rats",2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012884/,"A Narrative Review on Adipose Tissue and Overtraining: Shedding Light on the Interplay among Adipokines, Exercise and Overtraining",2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012956/,"The Intricate Balance between Life and Death: ROS, Cathepsins, and Their Interplay in Cell Death and Autophagy",2024
T7379,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11012972/,Updated Estimates of Radiation Risk for Cancer and Cardiovascular Disease: Implications for Cardiology Practice,2024
T3497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013016/,The Combined Anti-Aging Effect of Hydrolyzed Collagen Oligopeptides and Exosomes Derived from Human Umbilical Cord Mesenchymal Stem Cells on Human Skin Fibroblasts,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013190/,Beneficial Effects of Castanea sativa Wood Extract on the Human Body and Possible Food and Pharmaceutical Applications,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013194/,Inflammatory Dietary Potential Is Associated with Vitamin Depletion and Gut Microbial Dysbiosis in Early Pregnancy,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013318/,The Impact of Stress and Social Determinants on Diet in Cardiovascular Prevention in Young Women,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013319/,Long-Term Impact of Diffuse Traumatic Brain Injury on Neuroinflammation and Catecholaminergic Signaling: Potential Relevance for Parkinson’s Disease Risk,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013636/,The Potential of Bioactive Fish Collagen Oligopeptides against Hydrogen Peroxide-Induced NIH/3T3 and HUVEC Damage: The Involvement of the Mitochondria,2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013747/,5-Heptadecylresorcinol Improves Aging-Associated Hepatic Fatty Acid Oxidation Dysfunction via Regulating Adipose Sirtuin 3,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013792/,Accelerated Aging Induced by an Unhealthy High-Fat Diet: Initial Evidence for the Role of Nrf2 Deficiency and Impaired Stress Resilience in Cellular Senescence,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013823/,Unlocking Cognitive Potential: Association of Sarcopenia and Mediterranean Diet on Cognitive Function in Community-Dwelling Elderly of the Dalmatian Region,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013832/,Anti-Inflammatory Properties of the Citrus Flavonoid Diosmetin: An Updated Review of Experimental Models,2024
T3497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013861/,Engineered and Mimicked Extracellular Nanovesicles for Therapeutic Delivery,2024
T7379,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013902/,Polyphenolic Compounds: Orchestrating Intestinal Microbiota Harmony during Aging,2024
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11013948/,"Potential Drug–Nutrient Interactions of 45 Vitamins, Minerals, Trace Elements, and Associated Dietary Compounds with Acetylsalicylic Acid and Warfarin—A Review of the Literature",2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11014449/,Energy metabolism as therapeutic target for aged wound repair by engineered extracellular vesicle,2024
T1507,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11014487/,Somatic epimutations enable single-cell lineage tracing in native hematopoiesis across the murine and human lifespan,2024
T4880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11014606/,Hyperactive 20S Proteasome Enhances Proteostasis and ERAD in C. elegans via degradation of Intrinsically Disordered Proteins,2025
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11015417/,Modulating effects of crocin on lipids and lipoproteins: Mechanisms and potential benefits,2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11015577/,Reevaluating Adiponectin’s impact on obesity hypertension: a Chinese case-control study,2024
T3497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11015679/,Peripheral extracellular vesicles in neurodegeneration: pathogenic influencers and therapeutic vehicles,2024
T7379,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11015974/,Type I interferon responsive microglia shape cortical development and behavior,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11016098/,Inhibition of ACSS2-mediated histone crotonylation alleviates kidney fibrosis via IL-1β-dependent macrophage activation and tubular cell senescence,2024
T5430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11016218/,Study of association of leptin with leukocyte telomere length in a Chinese rural population,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11016519/,Liraglutide prevents cellular senescence in human retinal endothelial cells (HRECs) mediated by SIRT1: an implication in diabetes retinopathy,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11016582/,Delayed luminescence to monitor growth stages and assess the entropy of Saccharomyces cerevisiae,2024
T4880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11016624/,Sleep deprivation: A risk factor for the pathogenesis and progression of Alzheimer's disease,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11016626/,Pesticides impacts on human health and the environment with their mechanisms of action and possible countermeasures,2024
T9996,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11016850/,Direct Reprogramming of Fibroblasts to Osteoblasts: Techniques and Methodologies,2023
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11017080/,Genetically modified non-human primate models for research on neurodegenerative diseases,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11017180/,The possible role of oxidative stress marker glutathione in the assessment of cognitive impairment in multiple sclerosis,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11017442/,Role of brain renin–angiotensin system in depression: A new perspective,2023
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11017490/,Astragaloside IV-PESV inhibits prostate cancer tumor growth by restoring gut microbiota and microbial metabolic homeostasis via the AGE-RAGE pathway,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11017567/,Treating sex and gender differences as a continuous variable can improve precision cancer treatments,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11017594/,"Integrated analysis of gut metabolome, microbiome, and exfoliome data in an equine model of intestinal injury",2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11017726/,Senescence-associated ß-galactosidase staining over the lifespan differs in a short- and a long-lived fish species,2024
T0697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11017837/,Transcriptomic and Proteomic Characterization of the Immune Response to Elective Spinal Reconstructive Surgery: Impact of Aging and Comparison with Traumatic Injury Response,2023
T4829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11018559/,"Structural characteristics of gut microbiota in longevity from Changshou town, Hubei, China",2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11018778/,Identification of a novel form of caspase-independent cell death triggered by BH3-mimetics in diffuse large B-cell lymphoma cell lines,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11018852/,Scutellarin activates IDH1 to exert antitumor effects in hepatocellular carcinoma progression,2024
T8390,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11018902/,Targeting bone homeostasis regulation: potential of traditional Chinese medicine flavonoids in the treatment of osteoporosis,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11019011/,Traditional Chinese medicine in osteoporosis: from pathogenesis to potential activity,2024
T0651,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11019112/,Inflammatory mechanisms contributing to retinal alterations in HIV infection and long-term ART,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11019119/,A molecular index for biological age identified from the metabolome and senescence‐associated secretome in humans,2024
T1424,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11019121/,The SATB1‐MIR22‐GBA axis mediates glucocerebroside accumulation inducing a cellular senescence‐like phenotype in dopaminergic neurons,2024
T5430,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11019125/, DNA methylation and chromatin accessibility predict age in the domestic dog,2024
